#gene_name           tpm[12h/0h]  tpm[24h/0h]  tpm[48h/0h]  tpm[96h/0h]  synth_rate   halflife
FNBP1L               1.0          0.8          0.6          0.1          0.5          14.3
FNBP4                0.5          0.2          0.0          0.0          2.7          7.4
FNDC1                1.2          1.2          0.9          0.4          7.7          16.9
FNDC10               1.2          1.4          1.5          1.2          2.3          21.1
FNDC11               1.4          1.9          2.4          2.2          2.9          24.5
FNDC3A               0.4          0.1          0.0          0.0          5.3          6.3
FNDC3B               0.9          0.7          0.3          0.0          6.9          11.9
FNDC4                1.0          0.9          0.5          0.2          1.3          14.8
FNDC5                0.1          0.0          0.0          0.0          7.2          4.4
FNDC7                0.6          0.3          0.1          0.0          23.4         8.6
FNDC8                0.5          0.3          0.0          0.0          15.2         7.9
FNDC9                0.4          0.1          0.0          0.0          6.0          6.6
FNIP1                0.6          0.3          0.1          0.0          2.2          8.6
FNIP2                0.7          0.5          0.2          0.0          2.2          10.5
FNTA                 0.8          0.6          0.2          0.0          7.2          11.7
FNTB                 1.1          0.9          0.7          0.2          2.7          15.4
FO538757.1           1.1          1.1          0.9          0.4          5.9          16.6
FO538757.2           0.5          0.3          0.1          0.0          7.3          8.8
FOCAD                1.2          1.1          1.0          0.4          5.6          16.7
FOLH1                0.7          0.5          0.1          0.0          1.1          10.2
FOLR1                0.8          0.7          0.4          0.1          1.3          12.5
FOLR2                1.3          1.2          0.8          0.3          4.9          16.0
FOLR3                1.4          1.4          1.3          0.8          8.4          19.1
FOPNL                0.6          0.3          0.1          0.0          3.4          8.8
FOS                  0.6          0.3          0.1          0.0          4.0          9.0
FOSB                 0.8          0.6          0.3          0.0          0.5          12.0
FOSL1                0.8          0.5          0.2          0.0          2.1          10.2
FOSL2                1.1          1.3          1.0          0.4          7.9          16.8
FOXA1                0.8          0.6          0.2          0.0          1.6          10.6
FOXA2                1.1          1.1          0.7          0.2          1.0          15.4
FOXA3                0.7          0.5          0.2          0.0          0.5          10.4
FOXB1                1.0          1.0          0.8          0.3          2.5          16.3
FOXB2                1.0          0.8          0.5          0.1          2.5          14.0
FOXC1                1.0          1.0          0.8          0.2          0.2          15.6
FOXC2                0.5          0.3          0.1          0.0          3.3          8.8
FOXD1                0.7          0.5          0.3          0.0          1.1          11.7
FOXD2                0.8          0.5          0.2          0.0          1.0          10.9
FOXD3                0.3          0.1          0.0          0.0          0.9          5.9
FOXD4                0.8          0.5          0.2          0.0          12.0         10.9
FOXD4L1              0.7          0.4          0.1          0.0          2.6          9.4
FOXD4L3              0.6          0.3          0.1          0.0          3.7          9.0
FOXD4L4              0.6          0.4          0.1          0.0          0.8          9.5
FOXD4L5              1.0          0.8          0.5          0.1          1.8          13.5
FOXD4L6              1.0          0.9          0.6          0.1          6.3          14.4
FOXE1                1.1          1.1          0.7          0.2          1.8          15.5
FOXE3                0.7          0.4          0.1          0.0          0.3          9.6
FOXF1                1.1          1.0          1.0          0.4          12.9         16.9
FOXF2                0.8          0.5          0.2          0.0          3.8          10.3
FOXG1                1.2          1.2          1.1          0.5          2.2          17.9
FOXH1                0.9          0.7          0.4          0.1          2.6          12.8
FOXI1                0.9          0.7          0.3          0.0          4.7          12.0
FOXI2                0.0          0.0          0.0          0.0          2.8          3.0
FOXI3                0.6          0.3          0.1          0.0          1.6          8.5
FOXJ1                1.2          1.2          1.0          0.4          19.0         16.7
FOXJ2                1.3          1.7          1.8          1.5          2.0          21.7
FOXJ3                0.2          0.0          0.0          0.0          8.0          5.0
FOXK1                1.1          0.9          0.7          0.2          2.6          15.0
FOXK2                0.8          0.6          0.3          0.0          3.5          12.2
FOXL1                1.5          2.3          3.2          5.0          6.4          30.0
FOXL2                0.5          0.3          0.1          0.0          0.7          8.6
FOXL2NB              1.1          0.8          0.5          0.1          2.1          13.9
FOXM1                0.9          0.6          0.2          0.0          6.4          11.0
FOXN1                0.7          0.4          0.1          0.0          2.1          9.4
FOXN2                0.9          0.7          0.3          0.0          30.7         12.3
FOXN3                1.0          0.8          0.5          0.1          3.0          13.3
FOXN4                0.6          0.3          0.1          0.0          2.0          8.6
FOXO1                0.5          0.2          0.0          0.0          1.1          6.8
FOXO3                0.7          0.4          0.1          0.0          1.0          10.1
FOXO4                1.5          2.0          2.5          2.8          0.8          26.0
FOXO6                0.8          0.6          0.3          0.0          1.1          11.9
FOXP1                0.8          0.6          0.3          0.0          14.4         12.3
FOXP2                0.6          0.4          0.1          0.0          0.9          9.5
FOXP3                0.4          0.1          0.0          0.0          1.5          6.7
FOXP4                0.5          0.2          0.0          0.0          1.5          7.7
FOXQ1                0.8          0.7          0.3          0.1          0.4          12.5
FOXR1                0.9          0.7          0.3          0.0          2.9          12.3
FOXR2                1.0          1.2          1.1          0.7          4.3          19.0
FOXRED1              0.6          0.4          0.1          0.0          0.5          9.3
FOXRED2              0.9          0.6          0.3          0.0          5.6          11.6
FOXS1                1.4          1.7          1.9          1.9          2.4          23.1
FP325317.1           0.8          0.6          0.2          0.0          45.2         11.2
FP325331.1           1.2          1.2          1.1          0.5          1.6          17.3
FPGS                 0.7          0.4          0.1          0.0          6.5          9.6
FPGT                 1.5          1.9          2.4          2.1          2.1          23.5
FPGT-TNNI3K          1.1          1.0          0.6          0.2          5.0          14.8
FPR1                 0.4          0.2          0.0          0.0          4.0          7.4
FPR2                 1.5          1.8          2.0          1.7          2.8          22.1
FPR3                 0.6          0.3          0.1          0.0          1.4          8.7
FRA10AC1             1.0          0.8          0.4          0.1          4.3          13.2
FRAS1                0.1          0.0          0.0          0.0          4.1          3.7
FRAT1                1.1          1.0          0.8          0.3          1.2          16.4
FRAT2                1.1          1.0          0.8          0.2          2.0          15.5
FREM1                1.3          1.4          1.5          1.1          1.1          20.3
FREM2                1.2          1.3          1.2          0.6          8.8          18.0
FREM3                1.1          0.9          0.6          0.2          1.6          15.2
FRG1                 1.1          1.0          0.7          0.2          4.6          15.1
FRG2                 0.8          0.7          0.4          0.1          6.5          13.0
FRG2B                1.2          1.5          1.8          1.7          3.5          23.0
FRG2C                1.1          1.0          0.7          0.3          6.9          15.8
FRK                  0.7          0.5          0.2          0.0          1.7          10.4
FRMD1                0.6          0.3          0.1          0.0          3.4          8.7
FRMD3                1.1          1.1          1.0          0.4          13.6         16.5
FRMD4A               0.7          0.4          0.1          0.0          1.5          9.7
FRMD4B               0.7          0.4          0.1          0.0          0.2          9.5
FRMD5                0.8          0.5          0.2          0.0          4.3          10.7
FRMD6                1.1          1.2          1.1          0.6          9.1          18.1
FRMD7                0.7          0.5          0.2          0.0          1.5          10.6
FRMD8                1.1          1.0          0.6          0.1          12.9         14.0
FRMPD1               0.6          0.3          0.1          0.0          2.0          9.1
FRMPD2               1.4          1.6          1.7          1.3          1.8          21.0
FRMPD3               1.1          1.2          0.9          0.4          5.5          16.5
FRMPD4               1.5          1.9          2.2          2.1          10.5         23.3
FRRS1                0.6          0.3          0.1          0.0          1.8          8.9
FRRS1L               0.5          0.3          0.1          0.0          4.2          8.7
FRS2                 1.1          1.1          0.7          0.2          2.2          15.4
FRS3                 1.4          2.2          3.4          5.7          8.8          31.5
FRY                  0.5          0.2          0.0          0.0          4.7          7.5
FRYL                 0.8          0.7          0.3          0.1          1.2          12.6
FRZB                 1.6          2.2          2.7          3.8          1.7          26.9
FSBP                 0.5          0.2          0.0          0.0          2.0          7.4
FSCB                 1.0          0.7          0.3          0.1          2.6          12.4
FSCN1                0.2          0.0          0.0          0.0          1.9          4.3
FSCN2                1.1          1.0          0.7          0.2          0.9          15.7
FSCN3                0.4          0.1          0.0          0.0          2.8          6.6
FSD1                 1.3          1.6          1.4          1.0          0.9          19.9
FSD1L                0.7          0.5          0.2          0.0          0.6          11.4
FSD2                 1.1          0.9          0.9          0.3          0.8          16.0
FSHB                 0.9          0.7          0.4          0.1          0.6          12.9
FSHR                 1.2          1.2          0.7          0.2          1.1          15.1
FSIP1                1.8          2.5          5.1          14.2         3.4          45.6
FSIP2                0.5          0.3          0.1          0.0          0.5          8.7
FST                  1.0          0.8          0.5          0.1          3.4          13.3
FSTL1                0.9          0.7          0.6          0.1          15.3         14.1
FSTL3                1.2          1.2          1.0          0.4          1.1          16.8
FSTL4                1.0          0.8          0.5          0.1          3.7          13.8
FSTL5                1.0          1.0          0.6          0.2          4.1          14.9
FTCD                 1.2          1.2          1.2          0.7          2.6          18.6
FTCDNL1              1.1          1.2          1.0          0.5          3.3          17.3
FTH1                 0.9          0.6          0.2          0.0          2.4          10.7
FTHL17               1.0          0.8          0.4          0.1          7.3          13.0
FTL                  1.0          0.9          0.6          0.1          3.0          14.2
FTMT                 0.8          0.6          0.2          0.0          0.6          11.2
FTO                  0.4          0.2          0.0          0.0          9.7          7.1
FTSJ1                0.4          0.2          0.0          0.0          4.5          7.4
FTSJ3                0.1          0.0          0.0          0.0          3.5          3.5
FUBP1                1.0          0.9          0.5          0.2          1.0          14.9
FUBP3                0.6          0.3          0.1          0.0          2.0          8.2
FUCA1                0.8          0.5          0.1          0.0          1.1          10.4
FUCA2                1.1          1.2          1.0          0.4          2.6          16.7
FUK                  1.0          0.9          0.5          0.1          3.2          13.7
FUNDC1               0.3          0.1          0.0          0.0          2.7          6.3
FUNDC2               0.6          0.3          0.1          0.0          0.8          9.2
FUOM                 0.9          0.7          0.3          0.0          0.1          12.3
FURIN                0.4          0.1          0.0          0.0          6.1          6.3
FUS                  1.2          1.1          0.8          0.3          3.0          16.2
FUT1                 0.3          0.1          0.0          0.0          2.9          6.1
FUT10                1.1          1.1          0.7          0.3          33.4         15.9
FUT11                1.1          1.2          1.1          0.5          1.6          17.8
FUT2                 1.3          1.6          1.9          1.4          3.3          21.7
FUT3                 1.1          1.2          0.9          0.4          0.7          16.5
FUT4                 1.0          0.9          0.6          0.2          1.9          14.7
FUT5                 0.5          0.2          0.0          0.0          5.1          7.6
FUT6                 0.5          0.3          0.1          0.0          0.3          8.4
FUT7                 1.1          1.3          1.3          0.9          0.4          20.1
FUT8                 0.4          0.1          0.0          0.0          4.4          6.9
FUT9                 0.5          0.2          0.0          0.0          1.6          7.7
FUZ                  0.4          0.1          0.0          0.0          3.6          6.5
FXN                  0.9          0.5          0.3          0.0          3.9          11.3
FXR1                 1.0          1.0          0.8          0.4          4.1          16.4
FXR2                 0.7          0.4          0.1          0.0          4.5          10.3
FXYD1                0.9          0.8          0.4          0.1          1.6          13.2
FXYD2                0.5          0.3          0.0          0.0          0.9          8.1
FXYD3                1.0          1.1          0.7          0.2          0.6          15.2
FXYD4                0.5          0.2          0.0          0.0          1.9          8.0
FXYD5                1.1          1.2          1.1          0.5          13.0         17.9
FXYD6                0.6          0.4          0.1          0.0          0.9          9.7
FXYD6-FXYD2          1.6          2.4          4.0          7.5          3.3          34.7
FXYD7                0.6          0.3          0.1          0.0          0.9          8.9
FYB                  0.7          0.4          0.1          0.0          2.6          9.6
FYCO1                0.6          0.4          0.1          0.0          3.4          9.4
FYN                  1.4          2.0          2.9          3.9          2.9          27.8
FYTTD1               0.6          0.4          0.1          0.0          0.7          10.0
FZD1                 1.2          1.1          0.7          0.2          4.6          15.4
FZD10                1.1          1.1          1.0          0.5          2.6          17.8
FZD2                 0.9          0.8          0.5          0.1          7.2          13.9
FZD3                 0.4          0.1          0.0          0.0          9.2          6.6
FZD4                 0.6          0.4          0.1          0.0          10.2         9.2
FZD5                 0.5          0.2          0.0          0.0          2.1          8.0
FZD6                 1.1          1.1          1.0          0.5          1.3          17.5
FZD7                 0.8          0.5          0.2          0.0          3.6          10.6
FZD8                 0.8          0.6          0.4          0.1          1.5          12.5
FZD9                 1.3          1.7          2.0          2.1          0.6          24.3
FZR1                 1.6          2.0          3.4          4.9          6.8          29.3
G0S2                 1.0          0.9          0.5          0.1          3.8          13.4
G2E3                 1.2          1.4          1.7          1.4          1.6          22.1
G3BP1                1.1          1.2          1.0          0.4          1.2          17.2
G3BP2                0.7          0.4          0.2          0.0          4.2          10.2
G6PC                 0.9          0.7          0.3          0.0          0.4          11.7
G6PC2                0.4          0.2          0.0          0.0          0.6          7.1
G6PC3                0.3          0.1          0.0          0.0          0.1          6.2
G6PD                 1.5          2.1          3.1          4.2          1.8          28.4
GAA                  1.2          1.4          1.7          1.1          0.5          20.2
GAB1                 0.4          0.2          0.0          0.0          1.7          7.1
GAB2                 0.3          0.1          0.0          0.0          0.9          5.9
GAB3                 0.7          0.6          0.3          0.1          6.3          12.8
GAB4                 0.8          0.5          0.2          0.0          6.0          10.8
GABARAP              1.3          1.7          2.3          2.4          5.7          24.9
GABARAPL1            0.5          0.3          0.0          0.0          3.5          8.5
GABARAPL2            1.0          1.1          0.9          0.4          7.9          17.5
GABBR1               0.3          0.1          0.0          0.0          2.3          6.3
GABBR2               0.0          0.0          0.0          0.0          2.7          3.1
GABPA                0.2          0.0          0.0          0.0          4.8          4.7
GABPB1               0.8          1.0          0.6          0.2          0.7          15.3
GABPB2               1.2          1.0          0.7          0.2          5.4          15.1
GABRA1               0.7          0.5          0.2          0.0          21.9         10.6
GABRA2               0.7          0.6          0.2          0.0          9.2          11.5
GABRA3               0.8          0.6          0.3          0.0          4.6          11.8
GABRA4               0.2          0.0          0.0          0.0          2.9          5.0
GABRA5               0.9          0.7          0.4          0.1          5.0          13.1
GABRA6               0.2          0.0          0.0          0.0          1.2          4.4
GABRB1               1.1          1.0          0.8          0.3          1.1          16.0
GABRB2               1.4          1.4          1.4          0.7          8.4          18.5
GABRB3               1.0          0.9          0.6          0.2          1.2          14.9
GABRD                0.8          0.5          0.2          0.0          2.1          11.1
GABRE                0.6          0.4          0.1          0.0          5.7          8.9
GABRG1               1.0          0.8          0.5          0.1          0.8          14.0
GABRG2               0.9          0.7          0.3          0.0          0.3          11.8
GABRG3               0.2          0.0          0.0          0.0          6.7          5.0
GABRP                0.4          0.1          0.0          0.0          2.9          6.3
GABRQ                1.1          1.1          0.9          0.4          3.0          16.6
GABRR1               0.9          0.8          0.4          0.1          5.7          12.4
GABRR2               0.8          0.7          0.4          0.1          2.7          13.1
GABRR3               1.4          1.8          1.9          1.4          5.8          21.3
GAD1                 1.3          1.6          1.8          1.3          1.9          21.3
GAD2                 1.2          1.3          1.2          0.7          12.2         18.7
GADD45A              0.2          0.0          0.0          0.0          3.8          4.9
GADD45B              1.6          1.7          1.8          1.2          1.0          20.7
GADD45G              0.7          0.6          0.2          0.0          21.6         11.1
GADD45GIP1           0.6          0.4          0.1          0.0          2.2          9.9
GADL1                0.5          0.2          0.0          0.0          1.9          7.7
GAGE1                0.8          0.6          0.2          0.0          1.6          11.4
GAGE10               0.8          0.7          0.4          0.1          1.5          12.8
GAGE12B              1.0          0.7          0.4          0.1          3.5          13.4
GAGE12C              1.3          1.4          1.4          1.0          5.8          20.2
GAGE12D              0.7          0.4          0.1          0.0          2.5          9.5
GAGE12E              1.4          1.9          2.4          2.7          4.5          25.1
GAGE12F              1.4          1.5          1.4          1.0          1.6          20.0
GAGE12G              1.3          1.7          2.2          2.5          7.1          25.4
GAGE12H              1.0          0.8          0.5          0.1          0.7          13.2
GAGE12J              1.0          0.8          0.4          0.1          2.2          13.0
GAGE13               0.8          0.6          0.3          0.0          5.8          12.0
GAGE2A               1.2          1.1          1.1          0.6          2.9          18.5
GAGE2E               1.3          1.8          2.0          2.1          7.8          23.6
GAK                  0.9          0.7          0.3          0.0          1.1          12.2
GAL                  0.8          0.7          0.3          0.0          8.6          12.2
GAL3ST1              0.8          0.6          0.3          0.0          1.6          11.8
GAL3ST2              1.1          1.1          0.8          0.3          0.4          16.3
GAL3ST3              0.7          0.4          0.1          0.0          6.9          9.8
GAL3ST4              0.8          0.5          0.3          0.0          1.2          11.2
GALC                 0.6          0.3          0.1          0.0          2.5          8.7
GALE                 1.4          2.0          2.7          4.0          5.2          28.3
GALK1                1.5          1.9          2.6          2.6          6.1          25.0
GALK2                0.9          0.7          0.3          0.0          1.9          12.1
GALM                 0.5          0.2          0.0          0.0          3.2          7.8
GALNS                1.1          1.0          0.9          0.3          6.8          16.7
GALNT1               0.9          0.8          0.5          0.1          4.3          13.7
GALNT10              0.8          0.7          0.4          0.0          5.2          12.6
GALNT11              0.4          0.1          0.0          0.0          1.3          6.8
GALNT12              1.2          1.3          0.9          0.4          1.6          16.8
GALNT13              1.2          0.9          0.6          0.1          0.6          13.9
GALNT14              1.5          2.1          3.2          5.1          1.2          31.1
GALNT15              1.4          1.6          1.7          1.3          3.5          21.5
GALNT16              0.9          0.6          0.3          0.0          13.5         11.7
GALNT18              0.7          0.4          0.1          0.0          18.8         10.4
GALNT2               0.8          0.6          0.3          0.0          1.4          12.4
GALNT3               0.9          0.7          0.3          0.0          3.3          12.2
GALNT4               0.2          0.0          0.0          0.0          1.7          4.7
GALNT5               1.1          1.1          0.9          0.3          1.6          16.3
GALNT6               1.3          1.7          2.3          2.0          0.7          24.1
GALNT7               1.3          1.7          2.1          1.9          1.2          23.7
GALNT8               0.7          0.6          0.2          0.0          1.6          11.4
GALNT9               1.4          1.6          1.7          1.1          17.3         20.5
GALNTL5              1.0          0.8          0.4          0.1          3.5          12.9
GALNTL6              0.4          0.1          0.0          0.0          0.6          6.5
GALP                 1.5          1.7          2.0          1.7          2.9          22.5
GALR1                1.1          1.0          0.9          0.3          16.7         16.4
GALR2                0.7          0.4          0.1          0.0          3.3          10.0
GALR3                1.1          1.3          1.0          0.5          8.8          17.3
GALT                 0.8          0.5          0.2          0.0          2.0          11.0
GAMT                 0.9          0.7          0.4          0.1          1.6          12.7
GAN                  1.0          0.8          0.6          0.2          2.3          14.4
GANAB                0.8          0.6          0.3          0.0          0.4          11.6
GANC                 0.8          0.4          0.2          0.0          5.5          10.6
GAP43                0.8          0.6          0.2          0.0          6.5          11.0
GAPDH                0.8          0.5          0.2          0.0          3.8          11.1
GAPDHS               0.7          0.3          0.1          0.0          0.4          9.1
GAPT                 0.7          0.5          0.1          0.0          28.4         10.1
GAPVD1               1.1          1.3          1.1          0.6          0.7          18.4
GAR1                 0.7          0.4          0.1          0.0          2.2          9.2
GAREM1               0.8          0.8          0.3          0.1          2.9          13.0
GAREM2               0.6          0.3          0.1          0.0          5.0          9.3
GARNL3               0.4          0.1          0.0          0.0          1.8          6.7
GARS                 1.6          2.2          3.9          7.0          0.3          34.1
GART                 0.7          0.4          0.1          0.0          1.1          9.3
GAS1                 1.0          1.1          0.9          0.4          0.2          16.5
GAS2                 0.6          0.3          0.1          0.0          3.8          9.1
GAS2L1               0.2          0.0          0.0          0.0          0.5          5.2
GAS2L2               0.7          0.3          0.1          0.0          0.2          9.0
GAS2L3               0.4          0.1          0.0          0.0          1.7          7.0
GAS6                 0.6          0.3          0.1          0.0          2.0          9.5
GAS7                 1.1          1.2          1.3          0.7          1.2          18.8
GAS8                 1.4          1.7          2.0          1.7          2.1          22.3
GAST                 0.6          0.3          0.1          0.0          1.1          8.8
GATA1                0.9          0.8          0.4          0.1          16.7         12.9
GATA2                0.4          0.1          0.0          0.0          2.9          7.0
GATA3                0.7          0.4          0.1          0.0          2.0          9.8
GATA4                1.0          0.8          0.6          0.2          0.8          15.2
GATA5                1.0          0.8          0.7          0.2          0.5          15.0
GATA6                1.3          1.4          1.6          1.1          0.6          20.5
GATAD1               1.5          1.8          1.7          1.7          3.3          21.6
GATAD2A              0.8          0.6          0.3          0.0          3.3          11.9
GATAD2B              0.8          0.6          0.2          0.0          0.1          11.5
GATB                 0.6          0.3          0.1          0.0          9.3          8.8
GATC                 1.3          1.6          1.9          1.4          4.9          21.9
GATM                 0.5          0.3          0.0          0.0          4.8          8.2
GATS                 0.6          0.3          0.1          0.0          5.1          9.0
GATSL2               0.8          0.5          0.2          0.0          1.1          11.3
GATSL3               0.9          0.6          0.3          0.0          0.6          11.8
GBA                  1.0          0.9          0.5          0.1          2.2          13.9
GBA2                 0.9          0.7          0.3          0.0          0.9          12.1
GBAS                 0.8          0.7          0.3          0.0          2.3          11.7
GBE1                 0.6          0.4          0.1          0.0          0.2          10.2
GBF1                 0.4          0.1          0.0          0.0          4.6          6.6
GBGT1                1.3          1.4          1.4          0.7          4.9          18.9
GBP1                 1.3          1.4          1.7          1.2          5.1          21.1
GBP2                 1.1          1.0          0.6          0.2          2.7          14.7
GBP3                 0.8          0.5          0.2          0.0          1.8          11.3
GBP4                 0.5          0.2          0.0          0.0          2.6          7.5
GBP5                 0.6          0.3          0.1          0.0          1.5          8.4
GBP6                 0.8          0.6          0.3          0.0          5.8          11.8
GBP7                 1.2          1.1          0.9          0.4          0.6          16.6
GBX1                 1.2          1.4          1.1          0.6          1.2          18.2
GBX2                 0.9          0.6          0.3          0.1          2.0          12.6
GC                   0.8          0.4          0.1          0.0          3.2          10.0
GCA                  1.0          0.9          0.6          0.2          0.4          15.2
GCAT                 1.5          1.6          1.8          1.5          1.8          21.4
GCC1                 1.6          2.0          3.9          6.9          0.3          34.2
GCC2                 1.0          0.8          0.4          0.1          1.2          12.8
GCDH                 1.1          1.1          0.8          0.3          3.5          15.7
GCFC2                1.1          1.0          0.6          0.2          0.8          15.5
GCG                  0.6          0.3          0.1          0.0          1.1          9.1
GCGR                 1.2          1.3          1.1          0.5          3.1          18.0
GCH1                 1.0          0.7          0.3          0.0          7.6          11.7
GCHFR                0.3          0.1          0.0          0.0          1.4          6.8
GCK                  0.7          0.4          0.1          0.0          1.0          9.7
GCKR                 1.1          0.9          0.6          0.2          2.8          15.2
GCLC                 0.9          0.8          0.5          0.1          5.4          13.0
GCLM                 1.1          1.3          1.1          0.5          1.9          18.1
GCM1                 0.7          0.5          0.2          0.0          5.6          10.7
GCM2                 0.5          0.2          0.0          0.0          0.6          7.6
GCN1                 0.7          0.5          0.2          0.0          0.8          10.4
GCNT1                0.2          0.0          0.0          0.0          1.1          4.6
GCNT2                0.5          0.2          0.0          0.0          5.5          7.6
GCNT3                0.2          0.0          0.0          0.0          0.8          4.8
GCNT4                0.7          0.5          0.2          0.0          1.4          10.6
GCNT7                0.2          0.1          0.0          0.0          5.6          5.3
GCOM1                0.1          0.0          0.0          0.0          2.0          4.5
GCSAM                0.8          0.5          0.2          0.0          0.4          11.1
GCSAML               0.4          0.1          0.0          0.0          1.5          6.8
GCSH                 0.5          0.2          0.0          0.0          0.8          7.5
GDA                  0.3          0.1          0.0          0.0          3.2          6.1
GDAP1                1.5          1.8          2.5          2.7          1.5          25.0
GDAP1L1              0.6          0.3          0.1          0.0          0.6          8.9
GDAP2                1.1          1.1          0.8          0.3          3.1          15.8
GDE1                 0.8          0.4          0.1          0.0          1.9          9.8
GDF1                 1.3          1.2          1.3          0.8          4.8          18.7
GDF10                0.8          0.5          0.2          0.0          3.2          10.7
GDF11                0.9          0.9          0.5          0.1          1.0          13.6
GDF15                0.7          0.5          0.1          0.0          3.7          10.1
GDF2                 0.5          0.3          0.0          0.0          9.2          8.5
GDF3                 0.9          0.9          0.5          0.1          0.7          14.1
GDF5                 1.1          1.3          1.1          0.6          0.9          17.9
GDF5OS               0.1          0.0          0.0          0.0          2.0          4.4
GDF6                 0.9          0.8          0.4          0.1          4.4          13.4
GDF7                 0.4          0.2          0.0          0.0          1.4          7.2
GDF9                 0.9          0.6          0.3          0.0          0.4          11.6
GDI1                 0.7          0.5          0.2          0.0          2.3          10.9
GDI2                 0.9          0.8          0.5          0.1          1.6          13.7
GDNF                 1.1          1.2          1.1          0.8          0.4          19.6
GDPD1                0.9          0.6          0.2          0.0          0.7          11.0
GDPD2                0.4          0.1          0.0          0.0          0.7          7.0
GDPD3                1.3          1.5          2.1          1.9          5.5          23.5
GDPD4                1.0          0.9          0.8          0.2          2.8          15.4
GDPD5                1.4          1.5          1.6          1.1          1.2          20.2
GDPGP1               1.3          1.4          1.3          0.8          0.8          19.2
GEM                  1.0          1.1          0.8          0.3          5.2          16.4
GEMIN2               0.3          0.1          0.0          0.0          1.3          5.3
GEMIN4               1.1          1.0          0.8          0.2          0.7          15.3
GEMIN5               0.8          0.7          0.4          0.1          4.6          12.5
GEMIN6               0.3          0.1          0.0          0.0          1.8          5.8
GEMIN7               0.3          0.1          0.0          0.0          4.3          6.1
GEMIN8               0.3          0.1          0.0          0.0          2.4          5.8
GEN1                 1.4          1.9          2.4          2.4          2.1          24.6
GET4                 1.4          1.5          1.7          1.1          1.4          20.6
GFAP                 0.6          0.3          0.1          0.0          4.7          8.8
GFER                 0.6          0.3          0.1          0.0          0.5          8.2
GFI1                 0.7          0.5          0.1          0.0          1.4          10.3
GFI1B                1.3          1.3          1.8          1.5          2.1          22.4
GFM1                 1.1          0.8          0.3          0.1          1.8          12.4
GFM2                 0.6          0.3          0.1          0.0          1.1          8.9
GFOD1                0.6          0.3          0.1          0.0          2.5          9.0
GFOD2                0.6          0.3          0.1          0.0          1.3          8.9
GFPT1                0.8          0.5          0.1          0.0          1.6          10.1
GFPT2                0.6          0.2          0.0          0.0          1.1          7.7
GFRA1                0.7          0.5          0.2          0.0          9.1          11.1
GFRA2                1.0          0.9          0.7          0.2          0.8          15.3
GFRA3                1.2          1.0          0.8          0.2          2.2          15.3
GFRA4                1.5          1.9          3.1          4.6          2.6          30.7
GFRAL                0.9          0.7          0.3          0.0          0.8          11.8
GFY                  1.4          1.7          1.9          1.9          2.6          23.6
GGA1                 0.8          0.6          0.3          0.0          4.0          11.4
GGA2                 1.1          1.0          0.7          0.2          8.2          15.4
GGA3                 0.2          0.0          0.0          0.0          1.7          4.6
GGACT                0.9          0.7          0.4          0.1          3.8          13.2
GGCT                 1.2          1.5          1.8          1.5          2.2          22.6
GGCX                 0.8          0.6          0.2          0.0          1.1          11.3
GGH                  0.6          0.3          0.1          0.0          1.7          8.4
GGN                  1.0          1.0          0.6          0.2          4.2          14.7
GGNBP2               1.1          1.3          1.2          0.6          5.5          18.2
GGPS1                1.0          0.9          0.6          0.2          3.4          14.5
GGT1                 0.8          0.6          0.2          0.0          0.8          11.3
GGT2                 0.6          0.3          0.0          0.0          0.7          8.4
GGT5                 0.5          0.2          0.0          0.0          0.6          7.7
GGT6                 0.8          0.7          0.3          0.0          2.7          12.4
GGT7                 1.0          0.8          0.4          0.1          0.7          12.8
GGTLC1               0.9          0.8          0.4          0.1          16.8         13.2
GGTLC2               1.0          0.8          0.5          0.1          4.6          14.0
GGTLC3               0.5          0.2          0.0          0.0          3.5          7.2
GH1                  1.1          0.9          0.5          0.1          6.5          14.0
GH2                  0.6          0.4          0.1          0.0          0.6          10.1
GHDC                 0.3          0.1          0.0          0.0          3.6          6.0
GHITM                0.9          0.7          0.4          0.1          1.0          13.0
GHR                  1.4          1.7          1.9          1.4          13.6         22.5
GHRH                 0.5          0.1          0.0          0.0          1.2          7.0
GHRHR                1.6          2.2          3.5          5.4          1.7          29.9
GHRL                 0.9          0.7          0.4          0.1          1.1          12.9
GHSR                 1.3          1.5          1.6          1.1          3.5          20.2
GID4                 0.4          0.1          0.0          0.0          10.5         6.6
GID8                 0.5          0.3          0.1          0.0          1.5          8.3
GIF                  0.9          0.7          0.4          0.1          1.5          13.2
GIGYF1               0.7          0.4          0.1          0.0          2.3          9.5
GIGYF2               1.9          2.9          4.9          10.2         1.7          37.9
GIMAP1               0.9          0.7          0.4          0.1          4.4          12.7
GIMAP1-GIMAP5        0.9          0.6          0.3          0.0          1.7          12.1
GIMAP2               0.4          0.1          0.0          0.0          2.4          6.9
GIMAP4               1.1          1.3          1.4          1.0          1.5          20.5
GIMAP5               1.0          0.7          0.4          0.1          9.7          13.0
GIMAP6               1.3          1.2          1.1          0.5          3.9          17.1
GIMAP7               0.8          0.5          0.2          0.0          3.7          10.8
GIMAP8               0.8          0.7          0.3          0.0          1.0          11.5
GIMD1                0.9          1.0          0.6          0.2          1.1          15.2
GIN1                 0.4          0.1          0.0          0.0          3.0          6.7
GINM1                0.8          0.5          0.2          0.0          3.3          11.0
