#gene	sample7	sample8	sample9
TFCP2L1	5450	5007	5429
CLASP1	10105	5292	4073
NIFK	3545	2380	2899
TSN	3639	3237	3162
CNTNAP5	1362	2748	3233
GYPC	3204	2293	3745
AC114783.1	4550	3415	3220
BIN1	173	170	139
CYP27C1	140	128	66
ERCC3	2666	2771	4843
MAP3K2	1170	571	801
PROC	1263	589	1552
IWS1	861	932	677
MYO7B	3053	4627	5664
LIMS2	3464	1678	2826
GPR17	1348	1233	656
WDR33	1230	1160	916
SFT2D3	662	513	553
POLR2D	1644	975	1174
AMMECR1L	2255	1191	1698
SAP130	476	1290	1858
UGGT1	334	377	340
HS6ST1	3814	4140	2617
RAB6C	962	1531	653
POTEF	1510	1879	1832
CCDC74B	684	1033	1236
SMPD4	1188	2241	1070
MZT2B	2091	1572	2561
TUBA3E	695	383	311
CCDC115	240	475	518
IMP4	3865	1401	2071
PTPN18	263	548	272
POTEI	1089	581	738
CFC1B	581	999	584
AC013269.5	1495	2438	2686
TISP43	0	0	5
CFC1	1383	756	1458
POTEJ	8828	4690	10244
GPR148	1125	2809	8564
AMER3	486	674	1802
ARHGEF4	41	29	66
FAM168B	1362	1275	1253
PLEKHB2	4707	8281	8332
POTEE	261	340	333
WTH3DI	1840	648	2483
MZT2A	5291	17442	6835
TUBA3D	1446	2765	1263
CCDC74A	4092	10115	5221
ANKRD30BL	237	194	246
GPR39	3485	4035	1591
LYPD1	2263	1030	1099
NCKAP5	2491	2343	5202
MGAT5	33	27	46
TMEM163	4120	4314	4743
ACMSD	329	253	150
CCNT2	3620	4146	3705
MAP3K19	8263	7896	5505
RAB3GAP1	5452	3728	2873
ZRANB3	135	96	169
R3HDM1	1604	1263	1214
UBXN4	1059	586	1180
LCT	65	20	100
MCM6	505	524	1069
DARS	4197	3705	3548
CXCR4	446	149	223
THSD7B	812	940	1860
HNMT	5227	3133	4466
SPOPL	4218	5047	3504
NXPH2	1274	3439	1906
LRP1B	40	176	191
KYNU	189	183	177
ARHGAP15	747	800	397
GTDC1	2901	1483	2390
ZEB2	1410	1197	2155
ACVR2A	5321	4281	4272
ORC4	135	41	91
MBD5	3673	3241	4806
EPC2	4129	4852	3535
KIF5C	2450	3460	1740
LYPD6B	3054	1616	2608
LYPD6	6003	7456	3436
MMADHC	1583	1404	851
RND3	4671	4267	5442
RBM43	1182	836	717
NMI	5116	5821	2658
TNFAIP6	3359	9842	13489
RIF1	115	103	182
NEB	10206	15477	12292
ARL5A	3596	964	3348
CTD-2021K4.1	1421	2893	3106
CACNB4	3586	2373	1798
STAM2	5950	8429	15092
FMNL2	624	1828	770
PRPF40A	4865	4536	2298
ARL6IP6	9246	5863	8383
RPRM	1985	913	587
GALNT13	593	442	571
KCNJ3	878	1444	1790
NR4A2	166	349	249
GPD2	1252	1878	2368
GALNT5	137	290	371
ERMN	1958	1756	2056
CYTIP	1975	1385	1087
ACVR1C	4383	5765	3646
ACVR1	804	419	186
UPP2	2403	3699	2486
CCDC148	6987	2246	3574
PKP4	1677	1118	1538
AC005042.1	6161	11386	15927
DAPL1	2678	5602	3272
TANC1	2144	2731	3165
WDSUB1	5668	4040	5257
BAZ2B	3401	4868	5453
MARCH7	1507	1989	687
CD302	343	239	464
LY75-CD302	1253	1563	855
LY75	850	851	1264
PLA2R1	8721	13257	15054
ITGB6	14267	4421	6849
RBMS1	2441	1143	1847
TANK	654	436	799
PSMD14	1244	1672	736
TBR1	1759	2346	1211
SLC4A10	2140	1733	1707
DPP4	877	749	597
GCG	3517	2172	3662
FAP	187	169	419
IFIH1	19288	10033	11993
GCA	2130	671	1019
KCNH7	308	270	267
FIGN	2967	2135	4465
GRB14	2890	1927	2340
COBLL1	2134	2456	8034
SLC38A11	220	96	244
SCN3A	259	376	423
SCN2A	805	517	1356
CSRNP3	3972	2936	2431
GALNT3	7506	14970	10028
TTC21B	5121	8993	13727
SCN1A	957	1118	1260
SCN9A	4721	4660	8134
SCN7A	2567	928	691
XIRP2	862	1305	1599
B3GALT1	6443	8538	6512
STK39	1343	4355	1499
CERS6	18621	4269	15474
NOSTRIN	4812	3504	3496
SPC25	2733	1444	3241
G6PC2	8260	7072	7174
ABCB11	737	2225	1132
DHRS9	1659	3335	1753
LRP2	5749	6519	6058
BBS5	2767	6014	6283
RP11-724O16.1	16844	17066	10353
KLHL41	2303	1348	2417
FASTKD1	2165	2837	3053
PPIG	241	159	279
CCDC173	253	179	105
PHOSPHO2	774	1498	904
KLHL23	5335	2519	2235
SSB	1187	2187	2138
METTL5	2702	5829	2736
UBR3	668	542	488
MYO3B	367	299	323
SP5	2888	3879	1931
ERICH2	5471	6945	3333
GAD1	979	1963	1139
GORASP2	226	133	239
TLK1	591	396	362
METTL8	3670	2229	981
DCAF17	251	160	108
CYBRD1	3541	6583	3896
DYNC1I2	7592	4913	5972
SLC25A12	3637	9690	5797
HAT1	470	195	272
METAP1D	146	433	138
DLX1	1119	958	772
DLX2	2826	1900	1888
ITGA6	4838	8435	6789
PDK1	1168	960	1597
RAPGEF4	4070	5826	8016
AC013461.1	1127	753	1656
CDCA7	5529	3546	3347
SP3	364	515	166
OLA1	4528	7591	7215
SP9	598	324	735
CIR1	6391	4854	2301
SCRN3	1367	220	1299
GPR155	4416	7759	5850
WIPF1	9717	6256	11604
CHRNA1	15	38	57
CHN1	4399	5324	9139
ATF2	1200	535	2385
ATP5G3	178	107	191
KIAA1715	9760	9588	10263
EVX2	1551	1044	834
HOXD13	1708	860	936
HOXD12	10337	27155	7444
HOXD11	10478	4374	7726
HOXD10	4053	2555	2863
HOXD9	14727	10952	13468
HOXD8	3506	4464	7220
HOXD3	509	857	456
AC009336.19	2075	3555	2572
HOXD4	9006	12188	7130
HOXD1	1803	944	1467
MTX2	808	1107	850
HNRNPA3	1050	1761	1302
NFE2L2	2392	1806	2361
AGPS	3649	1856	3334
TTC30B	1534	1457	1132
TTC30A	2589	2940	758
PDE11A	915	619	1760
RBM45	8061	2950	4719
OSBPL6	2827	3159	2721
PRKRA	1626	795	2016
DFNB59	6891	3082	7278
FKBP7	969	1144	1282
PLEKHA3	5399	2739	6985
TTN	647	2587	2335
CCDC141	2626	3089	2245
SESTD1	1193	1904	2800
ZNF385B	9337	3991	5394
CWC22	2459	2733	1084
UBE2E3	408	166	121
ITGA4	2015	1230	2879
CERKL	79	43	72
NEUROD1	6910	3608	8631
SSFA2	4377	8116	1467
PPP1R1C	4165	5969	2300
PDE1A	4253	2383	4648
DNAJC10	2299	2254	1863
FRZB	664	829	306
NCKAP1	431	202	517
DUSP19	3792	4965	4270
NUP35	1244	2424	2656
ZNF804A	1403	2641	2133
FSIP2	1664	1766	1686
ZC3H15	431	250	239
AC018867.1	13021	16507	9061
ITGAV	1675	1491	2618
FAM171B	162	408	51
ZSWIM2	5903	3536	2365
CALCRL	2640	5172	7646
TFPI	7588	11205	8627
GULP1	362	250	237
DIRC1	672	1765	1394
COL3A1	611	805	641
COL5A2	1186	902	957
WDR75	2765	5539	4291
SLC40A1	1148	634	982
ASNSD1	77	62	77
ANKAR	4867	6545	7483
OSGEPL1	1266	728	2248
ORMDL1	2146	2757	917
PMS1	1910	2604	5736
C2orf88	633	1492	812
MSTN	2331	2974	3750
HIBCH	4148	3064	2148
INPP1	3645	5437	5816
MFSD6	53	68	114
NEMP2	219	223	514
NAB1	2284	1461	4292
GLS	138	157	307
STAT1	565	694	188
STAT4	5619	3950	4930
MYO1B	2015	3229	2084
NABP1	2428	2108	3708
SDPR	4179	1968	2189
TMEFF2	6393	3013	3671
SLC39A10	1838	874	1584
DNAH7	45	56	42
STK17B	6548	14396	11219
HECW2	358	797	1208
CCDC150	2982	6265	2308
GTF3C3	4122	2419	4465
C2orf66	8488	3717	5707
PGAP1	5278	4143	12764
ANKRD44	136	61	51
AC013264.1	13551	12409	17217
SF3B1	5385	8201	5484
COQ10B	2022	1867	1407
HSPD1	1198	816	1470
HSPE1	2892	3280	3478
HSPE1-MOB4	5749	4932	2487
MOB4	47	63	89
RFTN2	1774	831	1364
MARS2	539	1681	1068
BOLL	310	162	132
PLCL1	865	206	1171
SATB2	284	142	341
FTCDNL1	2768	2145	1152
C2orf69	827	906	866
TYW5	1255	1872	747
C2orf47	726	1373	1025
SPATS2L	2384	1653	1278
KCTD18	19445	3849	8633
SGO2	288	332	197
AOX1	274	567	745
AC007163.1	313	670	632
BZW1	2351	2381	1009
CLK1	2463	1599	3176
PPIL3	11416	10756	11155
NIF3L1	2127	2864	3537
ORC2	3196	1005	6499
FAM126B	2897	1871	877
NDUFB3	2130	3574	3027
CFLAR	2036	2306	2517
CASP10	4549	8578	15335
CASP8	2721	2724	2489
ALS2CR12	4437	1212	1782
TRAK2	6924	5230	3532
STRADB	16550	3016	13444
ALS2CR11	670	532	288
TMEM237	3565	1566	2229
MPP4	8685	11874	6262
ALS2	121	56	95
CDK15	6095	2960	6071
FZD7	8114	3937	6736
KIAA2012	6923	6040	3836
SUMO1	4991	2386	1730
NOP58	527	963	907
BMPR2	1477	1107	910
FAM117B	607	193	512
ICA1L	5403	1875	3487
WDR12	4138	5061	4453
CARF	4	3	8
NBEAL1	163	121	93
CYP20A1	1252	1235	1054
ABI2	723	1163	1203
RAPH1	6046	6972	14511
CD28	1756	1291	913
CTLA4	232	100	132
ICOS	11028	6827	4692
PARD3B	4885	3978	6069
NRP2	2504	2733	1367
INO80D	2646	3924	4535
NDUFS1	2295	4115	5806
EEF1B2	306	359	442
GPR1	6224	2747	3628
ZDBF2	2878	2186	1699
AC017081.1	351	344	360
ADAM23	311	824	486
AC010731.4	657	975	1141
DYTN	2123	1058	1604
MDH1B	850	1059	1934
FASTKD2	2316	3745	1412
CPO	699	503	1301
KLF7	631	1034	584
CREB1	3313	2920	5132
METTL21A	427	692	434
CCNYL1	6234	4794	7917
FZD5	3300	3132	5041
PLEKHM3	234	268	252
CRYGD	1199	1794	1410
CRYGC	5615	4612	7537
CRYGB	516	221	503
CRYGA	405	900	709
C2orf80	263	546	534
IDH1	1495	846	1358
PIKFYVE	415	916	1448
PTH2R	3569	2528	1775
MAP2	1882	2271	1055
UNC80	882	1730	2660
RPE	1398	792	885
KANSL1L	1255	634	840
ACADL	5690	4050	5129
AC006994.3	55	116	118
MYL1	1316	1208	3453
LANCL1	697	1149	1305
CPS1	3427	3893	2143
ERBB4	342	424	1027
IKZF2	962	942	418
SPAG16	3069	1748	1100
VWC2L	1034	1510	4223
BARD1	723	207	382
ABCA12	28	17	71
ATIC	450	745	575
FN1	2710	1664	1275
MREG	94	186	118
PECR	456	332	1917
TMEM169	847	1007	615
XRCC5	69	88	117
MARCH4	1082	614	1120
SMARCAL1	2029	1521	1592
RPL37A	1221	964	372
IGFBP2	6340	3031	4018
IGFBP5	529	916	1607
TNP1	5598	2144	1929
AC007557.5	1549	1245	1973
DIRC3	1449	860	599
TNS1	10587	5890	9996
RUFY4	682	392	625
CXCR2	1376	993	1002
CXCR1	1405	1542	2711
ARPC2	751	2153	1968
GPBAR1	7045	6421	4848
AAMP	2195	1441	1546
PNKD	2196	5414	5650
TMBIM1	11391	20197	24300
CATIP	3015	1602	3376
SLC11A1	10447	11612	9088
CTDSP1	555	411	480
VIL1	842	480	802
USP37	86	57	83
CNOT9	1517	1066	1720
PLCD4	1105	757	651
ZNF142	892	1912	1651
BCS1L	350	157	175
RNF25	9872	6416	11454
STK36	4732	5978	4621
TTLL4	1413	660	542
CYP27A1	431	758	1059
PRKAG3	1617	1384	1666
WNT6	2404	2269	734
WNT10A	270	522	396
CDK5R2	612	821	808
FEV	856	2978	1674
CRYBA2	3197	2571	1463
CFAP65	1631	2443	1558
IHH	1411	2028	421
NHEJ1	24722	15338	8983
RP11-33O4.2	17516	15430	16370
SLC23A3	1003	1846	2034
CNPPD1	2057	3808	2205
FAM134A	10405	5183	6774
ZFAND2B	6422	3302	9049
ABCB6	1586	645	1571
ATG9A	5363	2390	1975
ANKZF1	938	2975	4853
GLB1L	2965	2234	2659
STK16	4809	7882	4159
TUBA4A	2577	1585	4402
TUBA4B	7102	7039	8972
DNAJB2	1946	2930	2411
PTPRN	623	2216	846
RESP18	208	174	302
DNPEP	825	341	646
DES	10792	3106	2578
SPEG	1812	5743	1999
GMPPA	4034	3034	6706
ASIC4	68	37	46
CHPF	3661	5442	2654
TMEM198	96	150	113
OBSL1	30675	25147	26989
INHA	1689	1109	1093
STK11IP	3343	2960	3694
SLC4A3	482	573	1228
EPHA4	947	1176	1640
PAX3	5249	7451	5471
CCDC140	1129	844	1894
SGPP2	646	1104	1480
FARSB	2020	2414	1210
MOGAT1	1715	2707	1077
ACSL3	1807	1494	1584
KCNE4	896	651	1187
SCG2	4308	4111	2762
AP1S3	10594	12141	11755
WDFY1	634	873	809
MRPL44	3452	4547	2679
SERPINE2	2359	2438	3499
FAM124B	2925	3504	4807
CUL3	292	206	156
RP11-811O14.1	6872	4454	1690
DOCK10	274	204	166
NYAP2	513	279	730
IRS1	22	21	19
RHBDD1	5971	1338	1175
COL4A4	3585	4299	1759
COL4A3	208	289	155
MFF	118	165	123
TM4SF20	3931	10027	2654
AGFG1	1618	824	548
C2orf83	3637	2484	5179
SLC19A3	2373	2462	2487
CCL20	1253	1754	597
DAW1	1561	1792	1066
SPHKAP	722	685	450
PID1	6137	2834	4865
DNER	7755	8075	16303
TRIP12	5983	5541	2932
FBXO36	787	1071	827
SLC16A14	4088	3341	6622
SP110	249	801	194
AC009950.1	98	78	78
SP140	3214	2957	3901
SP140L	770	962	2120
SP100	1514	1660	3154
CAB39	2063	1487	775
ITM2C	620	969	469
GPR55	1082	2849	2046
SPATA3	3261	3222	3599
C2orf72	299	222	134
PSMD1	7599	3743	7052
HTR2B	88	79	63
ARMC9	1748	2733	3109
B3GNT7	3122	2115	8152
NCL	5944	4827	3097
NMUR1	8522	3433	6213
C2orf57	7774	8680	6086
PTMA	19	30	11
PDE6D	211	111	174
COPS7B	8391	4279	3601
NPPC	1420	1890	1882
DIS3L2	6870	4024	4621
ALPP	3405	3512	2415
ALPPL2	269	93	306
ALPI	9896	15479	18752
ECEL1	6093	8978	5400
PRSS56	6208	5347	2516
CHRND	210	198	331
CHRNG	2531	1896	1541
TIGD1	479	111	250
EIF4E2	14616	23735	11654
EFHD1	1493	1399	1783
GIGYF2	4035	5180	2335
KCNJ13	1825	1352	1044
C2orf82	1013	493	877
NGEF	898	1954	816
NEU2	984	1001	458
INPP5D	1058	578	565
ATG16L1	2424	1321	3098
SAG	1379	1864	711
DGKD	7241	5400	10023
USP40	5130	2931	3564
UGT1A8	4504	3032	1424
UGT1A10	117	69	466
UGT1A9	457	202	323
UGT1A7	622	1108	355
UGT1A6	134	333	646
UGT1A5	4399	3518	3646
UGT1A4	4003	3106	1885
UGT1A3	2549	1626	4181
UGT1A1	2984	2372	4074
MROH2A	1416	1863	1678
HJURP	6380	5224	7656
TRPM8	1228	2177	856
SPP2	477	808	817
ARL4C	1179	1118	607
SH3BP4	3576	1411	2424
AGAP1	4887	7336	6601
GBX2	1278	1874	1828
ASB18	5090	4621	7583
IQCA1	1802	1061	3672
ACKR3	2131	5496	2994
COPS8	1755	1636	403
COL6A3	3544	3371	4650
MLPH	1459	1311	898
PRLH	6175	5285	2674
RAB17	2604	2188	963
LRRFIP1	4764	1363	1877
RBM44	2423	4597	2857
RAMP1	2095	1605	1124
UBE2F	3829	2532	3539
UBE2F-SCLY	1093	1713	2260
SCLY	3838	3376	2660
ESPNL	1022	4529	2368
KLHL30	117	355	260
ERFE	6184	1711	4689
ILKAP	1757	2004	3148
HES6	7434	4374	5914
PER2	504	769	277
TRAF3IP1	5948	2082	3943
ASB1	2820	3743	2839
TWIST2	1087	1152	1446
HDAC4	360	292	288
AC017028.1	7443	8124	4354
NDUFA10	3650	3447	2705
OR6B2	3386	2158	5011
PRR21	5807	4227	2679
OR6B3	3072	6700	6276
COPS9	250	669	142
OTOS	1487	1658	1146
GPC1	1455	408	297
ANKMY1	1466	1551	893
DUSP28	1549	2406	504
RNPEPL1	3658	2580	1359
CAPN10	804	1125	226
GPR35	882	696	248
AQP12B	542	271	1205
AQP12A	9075	18342	9561
KIF1A	218	1119	843
AGXT	1593	1181	2404
C2orf54	193	109	141
CROCC2	12137	6220	6680
SNED1	226	365	481
MTERF4	11829	4706	8871
PASK	7693	5918	8297
PPP1R7	602	658	969
ANO7	9296	6979	12116
HDLBP	335	794	678
SEPT2	53	21	63
FARP2	472	508	229
STK25	2131	637	569
BOK	2331	1518	2377
THAP4	2513	995	1329
ATG4B	590	1039	1144
DTYMK	2858	3614	1522
ING5	1750	2283	1381
D2HGDH	1158	2968	2565
GAL3ST2	965	578	1403
NEU4	8678	7181	6340
PDCD1	4496	3308	5578
RTP5	1889	1455	1544
AC131097.4	4728	6865	1860
CHL1	2068	2143	3180
CNTN6	6933	9352	9981
CNTN4	2255	4596	4015
IL5RA	1684	878	916
TRNT1	760	817	1692
AC024060.1	3581	4777	4672
CRBN	1575	2809	2411
SUMF1	11147	3735	3325
LRRN1	1470	1239	1053
SETMAR	1355	1885	3057
ITPR1	1712	1220	1999
BHLHE40	5527	6955	4772
ARL8B	11381	10300	8221
EDEM1	1	6	2
GRM7	7443	7476	6678
LMCD1	1888	3333	2112
SSUH2	2320	4411	1322
CAV3	1167	1741	2373
OXTR	1487	2781	1950
RAD18	3472	2389	4690
SRGAP3	4899	2607	3237
THUMPD3	1800	810	856
SETD5	1819	1153	4270
LHFPL4	3418	8827	4131
MTMR14	2520	3965	5653
CPNE9	569	366	790
BRPF1	2037	2244	2406
OGG1	2037	621	3361
CAMK1	1061	1189	874
TADA3	7246	4927	3327
ARPC4	1640	1009	980
ARPC4-TTLL3	3297	3338	2478
TTLL3	9761	11752	10562
RPUSD3	431	406	360
CIDEC	618	2033	583
JAGN1	3497	4781	4580
IL17RE	2367	1460	1293
IL17RC	738	665	400
CRELD1	206	76	168
PRRT3	5404	6699	6556
EMC3	4472	2902	3171
FANCD2	3349	7043	6185
FANCD2OS	182	216	239
BRK1	1869	1121	981
VHL	4082	2990	1874
IRAK2	3572	2173	3249
TATDN2	3132	2688	2927
RP11-438J1.1	9712	14363	9834
GHRL	6846	2681	4589
SEC13	9037	13000	6818
ATP2B2	1878	2100	3596
SLC6A11	245	174	128
SLC6A1	2301	1776	1718
HRH1	2857	1656	3359
ATG7	452	549	788
VGLL4	2194	7501	2738
TAMM41	1504	1859	1797
SYN2	6013	4185	2507
TIMP4	4323	9291	6274
PPARG	620	873	547
TSEN2	2649	5917	3161
MKRN2OS	17756	13386	8551
MKRN2	9461	3692	6657
RAF1	774	1243	1997
TMEM40	9753	4553	6915
CAND2	2982	1634	5756
RPL32	1103	1689	900
IQSEC1	14101	13482	6903
NUP210	1328	1673	2092
HDAC11	7517	6798	10704
FBLN2	520	1285	1207
WNT7A	3608	3749	3873
CHCHD4	1369	1052	1375
TMEM43	425	298	303
RP11-434D12.1	2461	4322	1385
XPC	2584	1851	1813
LSM3	4811	2752	1177
SLC6A6	3485	5705	1715
GRIP2	8411	8155	7040
CCDC174	1776	1859	1944
C3orf20	2768	1025	1212
FGD5	4116	11411	4229
NR2C2	7867	8106	6921
MRPS25	1114	1031	1723
RBSN	4409	4816	5710
CAPN7	4940	8195	3730
SH3BP5	4867	6493	9642
METTL6	3721	2940	1390
EAF1	123	110	221
COLQ	2176	1455	2726
HACL1	891	678	674
BTD	3616	7639	4003
ANKRD28	626	514	217
GALNT15	15080	10472	8937
DPH3	8789	9667	4640
OXNAD1	709	2394	1462
RFTN1	9977	4794	5742
DAZL	1356	1652	660
PLCL2	766	943	627
TBC1D5	6758	3167	5490
SATB1	5597	2622	3513
KCNH8	676	953	1409
EFHB	1204	4762	3651
RAB5A	3737	2068	2292
PP2D1	3151	1239	1328
KAT2B	3790	1041	6593
SGO1	663	348	461
ZNF385D	1674	1920	2660
UBE2E2	1463	2420	1794
UBE2E1	15615	18009	11187
NKIRAS1	3301	3748	4834
RPL15	659	724	668
NR1D2	1198	3753	1211
THRB	19973	12729	11018
RARB	374	925	468
TOP2B	595	576	754
NGLY1	237	524	81
OXSM	5931	2418	7530
LRRC3B	677	312	473
NEK10	98	175	274
SLC4A7	776	489	795
EOMES	51	48	41
CMC1	7081	9562	7121
AZI2	10334	6648	10471
ZCWPW2	1595	480	1897
RP11-9J18.1	2970	2903	5738
RBMS3	5327	2638	2399
TGFBR2	2418	1597	4373
GADL1	2309	3278	940
STT3B	1357	652	876
OSBPL10	1135	1292	344
ZNF860	10193	7019	8517
GPD1L	2108	5732	6592
CMTM8	2424	1940	1628
CMTM7	54	32	46
CMTM6	3867	2444	3202
DYNC1LI1	3663	1842	5017
CNOT10	1001	581	704
TRIM71	2143	803	1887
CCR4	2108	2883	2729
GLB1	13773	10832	11406
TMPPE	15833	9085	10005
CRTAP	866	2084	2358
SUSD5	96	76	245
FBXL2	3148	9641	5153
UBP1	12472	7644	7076
CLASP2	2940	4136	4875
PDCD6IP	2099	4080	4982
ARPP21	196	861	238
STAC	275	187	379
DCLK3	3143	659	2862
TRANK1	6680	5567	3414
EPM2AIP1	333	289	659
MLH1	4344	5202	6819
LRRFIP2	227	561	191
GOLGA4	2884	1382	3840
ITGA9	334	330	533
CTDSPL	5332	11033	5431
VILL	2507	7002	5054
PLCD1	6285	6551	5484
DLEC1	1597	881	1408
ACAA1	1741	667	1914
MYD88	5903	5381	4019
OXSR1	426	230	258
SLC22A13	3403	1474	2962
SLC22A14	426	643	430
XYLB	21	3	13
ACVR2B	916	785	1756
EXOG	599	1403	753
SCN5A	5169	7183	4334
SCN10A	95	59	37
SCN11A	6186	2600	3994
WDR48	3182	2004	5294
GORASP1	4346	2159	2760
TTC21A	395	581	324
CSRNP1	2393	3006	2646
XIRP1	3913	4741	12674
CX3CR1	5053	4178	3492
CCR8	6337	14053	7900
SLC25A38	319	311	290
RPSA	1682	1048	1950
MOBP	794	930	688
MYRIP	403	197	213
EIF1B	574	1078	980
ENTPD3	1963	2282	4335
RPL14	489	391	382
ZNF619	2134	789	2097
ZNF620	1465	970	1124
ZNF621	2054	3597	4724
CTNNB1	3	1	7
ULK4	1383	3015	4146
TRAK1	183	224	155
CCK	2394	749	1220
LYZL4	279	478	1000
VIPR1	2152	2414	5874
SEC22C	876	415	589
SS18L2	2082	6398	3435
NKTR	1484	771	649
ZBTB47	710	1133	845
KLHL40	789	611	3074
CCDC13	852	1555	1756
HHATL	7590	6335	9020
RP4-613B23.5	7761	4723	7443
HIGD1A	11452	2231	12070
ACKR2	2362	2813	3034
RP11-136C24.3	1286	2824	5348
KRBOX1	2889	4028	1952
CYP8B1	556	306	477
ZNF662	1766	2920	2211
FAM198A	2411	1429	1260
POMGNT2	1856	2454	2282
SNRK	3872	3254	7271
ANO10	1944	1675	3230
ABHD5	984	634	491
TOPAZ1	920	734	1438
TCAIM	1728	1681	2005
LINC00694	4361	9585	7670
ZNF445	2579	6495	3798
ZNF852	6528	4769	2246
ZKSCAN7	1023	1268	906
ZNF660	1077	1368	1200
ZNF197	2354	2155	2004
ZNF35	1301	1120	1535
ZNF502	261	244	281
ZNF501	7144	3210	6321
KIAA1143	6846	9913	5511
KIF15	533	691	814
TMEM42	206	253	250
TGM4	815	1147	1994
ZDHHC3	3514	3342	3623
EXOSC7	1466	1968	2726
CLEC3B	6113	1576	1609
CDCP1	4529	2772	4122
TMEM158	2238	1646	3554
LARS2	2923	4213	1236
LIMD1	1786	1881	942
SACM1L	814	751	840
SLC6A20	5072	4216	5438
LZTFL1	4894	5709	2845
CCR9	283	286	512
FYCO1	9879	14996	12988
CXCR6	5172	3168	4509
XCR1	6600	11473	8697
CCR3	2767	2971	2634
CCR1	475	161	384
CCR2	1701	2075	2061
CCR5	974	791	1154
CCRL2	93	140	138
LTF	1066	1542	1194
RTP3	1598	1214	1898
LRRC2	2320	1513	2357
TDGF1	702	628	698
AC104304.4	3066	5168	1855
ALS2CL	813	358	928
TMIE	1643	2583	1483
PRSS50	9955	13090	6761
PRSS46	240	414	250
PRSS45	6821	5333	2743
PRSS42	2819	2657	4248
MYL3	448	473	365
PTH1R	566	606	1047
CCDC12	114	293	157
NBEAL2	3890	6618	4850
SETD2	11445	12780	21696
KIF9	2907	2910	1479
KLHL18	1605	2746	5453
PTPN23	7667	6360	5526
SCAP	1136	7315	5307
ELP6	957	1119	881
CSPG5	18207	12701	8944
SMARCC1	5527	1380	3627
DHX30	51	43	51
MAP4	692	459	195
CDC25A	6385	3909	2628
CAMP	21500	22176	6551
ZNF589	1964	2583	1180
NME6	18118	20495	20860
SPINK8	132	485	159
FBXW12	4349	5929	3826
PLXNB1	53	104	338
CCDC51	3578	3295	4649
TMA7	3422	2957	5781
ATRIP	106	127	114
TREX1	10152	8314	6928
SHISA5	5189	5986	7002
PFKFB4	688	595	526
UCN2	776	589	1695
COL7A1	969	492	580
UQCRC1	1103	926	1037
TMEM89	47	71	54
SLC26A6	1441	2547	1712
CELSR3	1020	628	873
NCKIPSD	1856	1011	919
IP6K2	4108	3401	6328
PRKAR2A	4092	3027	5171
SLC25A20	2404	3276	1853
ARIH2OS	2897	1441	4331
ARIH2	995	686	1261
P4HTM	4247	3226	2963
WDR6	1888	1346	2217
DALRD3	2456	1628	3003
NDUFAF3	6267	2044	7442
IMPDH2	1260	1780	1806
QRICH1	259	304	348
QARS	757	766	618
USP19	1678	2233	1242
LAMB2	837	357	576
CCDC71	4015	1098	4228
KLHDC8B	14121	6194	8588
C3orf84	2221	2226	2955
CCDC36	230	145	182
C3orf62	7919	3351	4483
USP4	850	662	223
GPX1	4888	3120	3125
RHOA	632	1398	1230
TCTA	683	605	1108
AMT	1464	729	1138
RP11-949J7.8	1073	673	592
NICN1	1001	768	1924
DAG1	2734	1041	1109
BSN	3348	1657	2422
APEH	2121	1589	1580
MST1	1528	1038	1870
RNF123	12830	27489	15520
AMIGO3	793	1113	653
GMPPB	2107	813	1670
IP6K1	287	998	584
CDHR4	634	616	695
FAM212A	1269	1116	1376
UBA7	1745	2155	628
TRAIP	3712	4000	2476
CAMKV	14	68	45
MST1R	3065	1845	3395
MON1A	4928	2058	2759
RBM6	2280	1772	1277
RBM5	2086	2186	1422
SEMA3F	726	1117	942
GNAT1	2317	1438	1537
SLC38A3	2052	949	2508
GNAI2	9719	8053	6331
SEMA3B	431	1888	679
LSMEM2	3414	4204	6016
IFRD2	3523	1834	2501
HYAL3	920	906	1508
NAT6	767	1057	1129
HYAL1	17408	6724	12142
HYAL2	1763	1651	1288
TUSC2	193	222	134
RASSF1	1042	649	1426
ZMYND10	387	242	248
NPRL2	433	1205	858
CYB561D2	1570	3201	1632
XXcos-LUCA11.5	9626	13917	5935
TMEM115	8369	6277	3997
CACNA2D2	436	2623	1889
C3orf18	5945	3592	5264
HEMK1	2488	1255	840
CISH	333	588	342
MAPKAPK3	1215	883	588
DOCK3	671	1168	1567
MANF	3875	3540	2986
RBM15B	6951	3724	2336
DCAF1	48	47	16
RAD54L2	2517	1842	1544
TEX264	80	192	137
GRM2	268	535	340
IQCF6	1623	1326	1760
IQCF3	2655	1528	2458
IQCF2	8787	10953	10434
IQCF5	6668	8176	13060
IQCF1	867	3044	1592
RRP9	6246	1900	1843
PARP3	2635	1697	1623
GPR62	4484	2286	2750
PCBP4	1672	887	1514
ABHD14B	1513	1777	1139
ABHD14A	1034	2662	237
ABHD14A-ACY1	4877	3483	3804
ACY1	5503	6881	6040
RPL29	582	704	338
DUSP7	4862	2988	7440
POC1A	1302	1189	2123
ALAS1	2051	3632	1556
TLR9	3213	8528	5619
RP11-330H6.5	4855	3235	2615
TWF2	1509	1195	1127
PPM1M	229	276	185
WDR82	6148	9160	6706
GLYCTK	5191	6748	4957
DNAH1	343	425	951
BAP1	3365	2185	2444
PHF7	4311	1640	3452
