#gene	sample1	sample2	sample3
PTPN4	374	288	175
EPB41L5	1118	1965	872
TMEM185B	3026	2099	3372
RALB	341	219	234
AC012363.1	418	285	669
INHBB	3185	3703	7332
GLI2	1312	2982	1198
TFCP2L1	5077	3580	3879
CLASP1	8124	6188	14873
NIFK	2645	4201	1972
TSN	2007	2603	2043
CNTNAP5	1604	1138	1930
GYPC	1111	2882	2059
AC114783.1	2082	3262	2678
BIN1	133	131	49
CYP27C1	158	119	101
ERCC3	2268	9494	6105
MAP3K2	1326	874	1020
PROC	1731	392	1612
IWS1	589	385	516
MYO7B	5150	3804	5673
LIMS2	1522	1326	1731
GPR17	1414	1042	1590
WDR33	1104	952	1259
SFT2D3	520	657	576
POLR2D	709	860	491
AMMECR1L	365	947	1097
SAP130	1249	1875	3487
UGGT1	119	550	169
HS6ST1	3110	3034	1215
RAB6C	630	603	337
POTEF	1470	1686	3450
CCDC74B	389	612	382
SMPD4	1772	1218	1219
MZT2B	2109	2045	2749
TUBA3E	375	397	212
CCDC115	358	492	199
IMP4	1413	1595	2004
PTPN18	245	263	575
POTEI	2013	759	1312
CFC1B	728	400	402
AC013269.5	1356	1278	1603
TISP43	0	4	0
CFC1	1015	1134	2070
POTEJ	6784	3603	1800
GPR148	2445	3141	3012
AMER3	975	641	784
ARHGEF4	37	29	61
FAM168B	1826	1786	1892
PLEKHB2	4958	5026	4095
POTEE	275	190	251
WTH3DI	1254	1739	2150
MZT2A	3310	7255	4586
TUBA3D	2880	1103	1421
CCDC74A	3387	4127	6239
ANKRD30BL	384	285	433
GPR39	4875	6800	3959
LYPD1	899	484	571
NCKAP5	1703	2208	3266
MGAT5	54	37	57
TMEM163	2409	3064	5429
ACMSD	197	317	449
CCNT2	1988	1769	2833
MAP3K19	4711	3094	7493
RAB3GAP1	10596	2684	3179
ZRANB3	98	69	123
R3HDM1	2393	1321	1774
UBXN4	996	789	577
LCT	47	71	35
MCM6	517	844	414
DARS	2603	7285	7114
CXCR4	212	213	189
THSD7B	675	667	1240
HNMT	2440	1925	4717
SPOPL	4061	3949	2206
NXPH2	1612	1388	690
LRP1B	110	154	170
KYNU	127	43	240
ARHGAP15	294	1152	687
GTDC1	3086	5043	2520
ZEB2	1125	1137	1236
ACVR2A	9108	5717	5625
ORC4	27	58	62
MBD5	2435	3364	1659
EPC2	4044	5446	6709
KIF5C	5153	2249	3368
LYPD6B	2541	2964	3780
LYPD6	2114	4901	5060
MMADHC	1609	667	953
RND3	7046	4841	5576
RBM43	1416	365	197
NMI	2395	3556	3941
TNFAIP6	9444	4841	1663
RIF1	121	202	227
NEB	8172	4164	2759
ARL5A	2375	1644	2934
CTD-2021K4.1	3439	3251	2276
CACNB4	3045	1836	2214
STAM2	7131	5199	8107
FMNL2	506	283	826
PRPF40A	3265	2665	6113
ARL6IP6	5170	4705	2076
RPRM	1228	1487	1168
GALNT13	274	213	242
KCNJ3	1622	2193	2227
NR4A2	116	258	272
GPD2	903	1214	791
GALNT5	366	362	174
ERMN	1613	1512	2092
CYTIP	653	1895	269
ACVR1C	2580	2685	1909
ACVR1	346	174	732
UPP2	1879	1722	1447
CCDC148	3481	3028	5594
PKP4	1057	380	651
AC005042.1	7242	10158	4793
DAPL1	4401	3584	6549
TANC1	2767	5467	1555
WDSUB1	2859	8615	2686
BAZ2B	3775	5232	1734
MARCH7	1584	1231	688
CD302	129	264	148
LY75-CD302	1361	1611	1585
LY75	592	495	615
PLA2R1	4077	12685	7227
ITGB6	9257	7012	10382
RBMS1	1780	2639	2083
TANK	1212	777	767
PSMD14	776	665	912
TBR1	1551	1491	1057
SLC4A10	2624	1711	1135
DPP4	801	379	1004
GCG	1064	1966	3289
FAP	159	274	322
IFIH1	7526	4317	9364
GCA	462	1202	790
KCNH7	129	313	267
FIGN	2692	2425	805
GRB14	999	1995	1546
COBLL1	2869	4197	6483
SLC38A11	82	83	88
SCN3A	127	162	380
SCN2A	977	348	570
CSRNP3	1769	2590	2105
GALNT3	9767	8249	17444
TTC21B	7837	6513	10581
SCN1A	619	1557	841
SCN9A	4220	5885	1398
SCN7A	857	934	871
XIRP2	1148	1693	2154
B3GALT1	5376	7606	4013
STK39	2733	3062	1384
CERS6	5726	5750	1832
NOSTRIN	2966	5904	3250
SPC25	1406	2342	3670
G6PC2	7933	8837	8717
ABCB11	267	978	1093
DHRS9	1880	1690	1496
LRP2	5924	4930	3487
BBS5	4690	3269	2648
RP11-724O16.1	16993	12959	7729
KLHL41	1429	608	1506
FASTKD1	2651	1916	2745
PPIG	131	309	280
CCDC173	257	59	186
PHOSPHO2	785	1168	720
KLHL23	2077	1672	1224
SSB	1637	1418	2137
METTL5	1645	1604	2293
UBR3	299	279	1046
MYO3B	219	126	471
SP5	2791	1258	714
ERICH2	7393	4853	1561
GAD1	1926	1300	2270
GORASP2	316	183	140
TLK1	302	373	325
METTL8	2433	1728	1329
DCAF17	75	110	167
CYBRD1	2426	1583	2991
DYNC1I2	1286	2439	1496
SLC25A12	5803	6948	7259
HAT1	169	193	110
METAP1D	211	675	232
DLX1	839	262	713
DLX2	852	2337	935
ITGA6	4202	4809	4249
PDK1	466	820	598
RAPGEF4	2866	5357	5076
AC013461.1	873	1036	2009
CDCA7	5516	1504	2719
SP3	521	407	451
OLA1	4786	6600	3238
SP9	510	414	615
CIR1	3212	2302	2898
SCRN3	507	694	742
GPR155	4696	4001	2878
WIPF1	4862	6097	4406
CHRNA1	41	20	55
CHN1	4738	3087	5544
ATF2	1335	810	919
ATP5G3	58	165	44
KIAA1715	8720	11707	8280
EVX2	397	250	82
HOXD13	1583	1390	558
HOXD12	5125	6906	8569
HOXD11	2598	5056	5672
HOXD10	1837	3765	3596
HOXD9	12954	8184	6583
HOXD8	1338	4041	3491
HOXD3	1463	932	702
AC009336.19	3882	4443	2060
HOXD4	6315	6251	6962
HOXD1	1353	3388	793
MTX2	526	1527	1213
HNRNPA3	1482	2972	1243
NFE2L2	2068	1893	1928
AGPS	5215	3497	3313
TTC30B	986	987	747
TTC30A	1482	1251	884
PDE11A	1196	2464	1559
RBM45	3965	2899	3507
OSBPL6	1265	1804	674
PRKRA	2036	1928	1470
DFNB59	3108	5117	3706
FKBP7	1062	354	726
PLEKHA3	2072	5003	6411
TTN	997	1591	504
CCDC141	1950	4132	1247
SESTD1	1798	1259	1368
ZNF385B	3157	2786	8972
CWC22	3464	1924	1449
UBE2E3	118	76	154
ITGA4	1062	1002	2771
CERKL	62	22	23
NEUROD1	3972	3085	4268
SSFA2	2205	1813	975
PPP1R1C	5258	3085	2446
PDE1A	4054	3079	2168
DNAJC10	1139	1546	999
FRZB	731	1157	998
NCKAP1	516	467	361
DUSP19	2556	2257	2294
NUP35	791	1095	2642
ZNF804A	1655	1057	1295
FSIP2	883	1654	1498
ZC3H15	303	366	293
AC018867.1	9535	9407	7109
ITGAV	1933	2849	1621
FAM171B	196	129	71
ZSWIM2	3586	1751	2797
CALCRL	3002	2446	3710
TFPI	8261	7119	5050
GULP1	303	229	146
DIRC1	1794	1096	1119
COL3A1	849	616	1137
COL5A2	983	733	1244
WDR75	1979	1548	1463
SLC40A1	358	345	719
ASNSD1	86	44	96
ANKAR	3436	8689	7958
OSGEPL1	1459	1239	1613
ORMDL1	1409	1042	1093
PMS1	2560	4877	3879
C2orf88	476	1284	1465
MSTN	1843	2291	1331
HIBCH	785	4067	2368
INPP1	3429	3993	5556
MFSD6	62	31	74
NEMP2	603	466	240
NAB1	2985	2119	1978
GLS	450	248	255
STAT1	324	128	283
STAT4	1390	2335	2817
MYO1B	2215	3846	1818
NABP1	2912	1944	2772
SDPR	2328	1539	2649
TMEFF2	3512	2895	4922
SLC39A10	526	981	1370
DNAH7	21	34	26
STK17B	10529	12103	9029
HECW2	575	1297	364
CCDC150	2887	5603	3644
GTF3C3	2733	2315	1712
C2orf66	1920	5483	5394
PGAP1	6115	4921	5774
ANKRD44	70	22	37
AC013264.1	2987	11548	7165
SF3B1	2958	1997	2370
COQ10B	886	833	1175
HSPD1	651	967	849
HSPE1	974	2884	2718
HSPE1-MOB4	5273	6378	2532
MOB4	38	127	104
RFTN2	985	1063	312
MARS2	1340	377	1547
BOLL	111	90	155
PLCL1	656	504	591
SATB2	113	64	346
FTCDNL1	1872	1405	2636
C2orf69	878	674	1193
TYW5	241	1319	1102
C2orf47	1534	2833	2704
SPATS2L	928	1429	1374
KCTD18	5075	8695	4196
SGO2	270	185	350
AOX1	405	317	600
AC007163.1	289	438	621
BZW1	3096	3516	2621
CLK1	1994	1361	1144
PPIL3	6523	10814	5327
NIF3L1	3905	2425	2065
ORC2	1505	2758	1303
FAM126B	703	1339	1935
NDUFB3	2092	2405	2668
CFLAR	920	1759	3658
CASP10	8450	6578	5469
CASP8	2865	1684	1617
ALS2CR12	1583	1453	3735
TRAK2	4072	4879	6968
STRADB	4793	7418	4008
ALS2CR11	320	586	238
TMEM237	2823	1624	4480
MPP4	4246	7175	3784
ALS2	102	75	71
CDK15	4668	8559	2227
FZD7	4267	2203	3376
KIAA2012	11855	5103	6181
SUMO1	1799	478	1589
NOP58	269	846	537
BMPR2	830	688	400
FAM117B	268	398	560
ICA1L	3060	1073	2589
WDR12	3881	4455	4168
CARF	4	5	3
NBEAL1	61	53	71
CYP20A1	531	565	983
ABI2	1138	2345	420
RAPH1	4406	5131	4800
CD28	657	1929	899
CTLA4	120	253	95
ICOS	4464	5216	2959
PARD3B	2621	4792	3495
NRP2	1419	696	1907
INO80D	2134	1719	2931
NDUFS1	5504	2338	1565
EEF1B2	170	331	125
GPR1	4992	2422	3997
ZDBF2	877	660	1381
AC017081.1	477	227	206
ADAM23	536	244	355
AC010731.4	807	373	644
DYTN	1583	1247	704
MDH1B	1396	1272	1577
FASTKD2	2116	1767	4172
CPO	568	471	1664
KLF7	390	329	1100
CREB1	5705	3446	4647
METTL21A	226	249	350
CCNYL1	1396	5798	6194
FZD5	4218	2052	4895
PLEKHM3	230	271	366
CRYGD	2769	1023	1452
CRYGC	6454	3432	4556
CRYGB	606	216	493
CRYGA	772	523	464
C2orf80	352	570	330
IDH1	439	528	870
PIKFYVE	1207	629	901
PTH2R	3665	3808	2379
MAP2	790	1006	1056
UNC80	2690	2269	1283
RPE	563	646	524
KANSL1L	355	644	545
ACADL	3891	1605	2637
AC006994.3	45	77	146
MYL1	1365	689	1460
LANCL1	621	423	520
CPS1	1353	2588	2885
ERBB4	857	754	431
IKZF2	719	705	720
SPAG16	1641	1845	1296
VWC2L	2025	3128	2072
BARD1	381	414	461
ABCA12	45	19	40
ATIC	363	316	348
FN1	1187	737	865
MREG	104	187	67
PECR	713	766	2005
TMEM169	391	353	614
XRCC5	143	96	65
MARCH4	739	1060	1064
SMARCAL1	987	1565	1022
RPL37A	1617	728	614
IGFBP2	2110	1800	1406
IGFBP5	959	1310	1474
TNP1	1836	3952	2360
AC007557.5	488	574	1061
DIRC3	569	1302	813
TNS1	6726	8095	17689
RUFY4	897	1001	993
CXCR2	1539	438	800
CXCR1	1113	739	1553
ARPC2	1752	1805	1740
GPBAR1	2325	5129	4966
AAMP	2939	808	1011
PNKD	3670	2960	3400
TMBIM1	9916	9659	15109
CATIP	1911	3896	2315
SLC11A1	8770	4027	9274
CTDSP1	436	849	910
VIL1	434	214	581
USP37	122	47	52
CNOT9	2683	1056	1119
PLCD4	1041	534	418
ZNF142	2154	1533	1540
BCS1L	239	106	325
RNF25	6013	3203	4755
STK36	3254	2979	4645
TTLL4	509	1565	752
CYP27A1	732	317	642
PRKAG3	900	1188	1266
WNT6	995	1384	1036
WNT10A	135	150	316
CDK5R2	1220	1620	691
FEV	2726	830	1835
CRYBA2	1062	2455	1257
CFAP65	1934	1710	1747
IHH	1166	929	666
NHEJ1	15939	6953	18693
RP11-33O4.2	9641	11497	21424
SLC23A3	3276	2031	1944
CNPPD1	2312	903	749
FAM134A	4897	6183	7668
ZFAND2B	3498	5785	2146
ABCB6	627	1231	2043
ATG9A	2996	2386	2454
ANKZF1	2544	1350	1669
GLB1L	3320	2427	2955
STK16	4612	5984	2897
TUBA4A	2490	2565	657
TUBA4B	12004	6796	3600
DNAJB2	2868	2010	862
PTPRN	2328	1268	617
RESP18	182	246	153
DNPEP	312	204	407
DES	4115	3482	2739
SPEG	2497	1345	985
GMPPA	3532	3478	2512
ASIC4	37	40	51
CHPF	1432	3149	3561
TMEM198	51	93	148
OBSL1	17355	20650	17626
INHA	305	439	1178
STK11IP	1197	1587	1420
SLC4A3	769	635	821
EPHA4	1182	1667	1466
PAX3	3127	8261	3659
CCDC140	857	1149	1388
SGPP2	818	1290	998
FARSB	2631	1596	1573
MOGAT1	1767	1723	2648
ACSL3	1900	1236	911
KCNE4	1043	706	477
SCG2	3639	2932	2584
AP1S3	6689	8717	14062
WDFY1	690	666	455
MRPL44	3640	1258	1439
SERPINE2	2781	1463	2022
FAM124B	3528	916	3373
CUL3	229	75	200
RP11-811O14.1	3014	2115	2721
DOCK10	53	253	253
NYAP2	692	635	311
IRS1	24	28	7
RHBDD1	1951	2452	4320
COL4A4	3701	2737	2344
COL4A3	163	147	112
MFF	52	192	83
TM4SF20	5347	3994	3490
AGFG1	987	547	596
C2orf83	1379	1616	3065
SLC19A3	2923	2240	3603
CCL20	880	1036	371
DAW1	1710	1494	2098
SPHKAP	320	358	197
PID1	5842	2813	3575
DNER	3970	11104	8305
TRIP12	5642	4275	4206
FBXO36	687	738	449
SLC16A14	2150	5353	3429
SP110	442	507	454
AC009950.1	36	62	127
SP140	2479	4088	3025
SP140L	453	681	580
SP100	1984	4103	2374
CAB39	1241	1517	1915
ITM2C	326	552	170
GPR55	2089	1319	1121
SPATA3	2495	1433	3887
C2orf72	185	83	259
PSMD1	4664	4482	3612
HTR2B	76	65	83
ARMC9	2022	2625	1013
B3GNT7	4175	4247	3636
NCL	3307	2751	2551
NMUR1	6673	1976	3319
C2orf57	3393	5696	4152
PTMA	8	15	23
PDE6D	126	174	104
COPS7B	7679	6697	2043
NPPC	1056	621	789
DIS3L2	5979	2134	3879
ALPP	2929	2352	3167
ALPPL2	158	305	253
ALPI	6723	13084	5356
ECEL1	3784	6560	7560
PRSS56	6027	2543	4989
CHRND	192	120	486
CHRNG	1882	1187	548
TIGD1	92	131	198
EIF4E2	10339	23171	22084
EFHD1	995	1184	1753
GIGYF2	2526	3322	2706
KCNJ13	605	615	424
C2orf82	276	1318	870
NGEF	859	880	1359
NEU2	355	432	907
INPP5D	648	711	869
ATG16L1	2034	3185	2070
SAG	1302	432	698
DGKD	8727	2449	3977
USP40	1869	1928	4028
UGT1A8	1946	1498	2446
UGT1A10	212	209	148
UGT1A9	244	182	226
UGT1A7	1029	431	381
UGT1A6	369	850	329
UGT1A5	2059	1895	3316
UGT1A4	932	2081	1444
UGT1A3	2431	2875	1766
UGT1A1	3096	4057	4229
MROH2A	1225	573	892
HJURP	4483	7029	7213
TRPM8	1040	828	1503
SPP2	745	929	1352
ARL4C	468	465	605
SH3BP4	1409	2818	548
AGAP1	6959	2830	1888
GBX2	1057	856	1081
ASB18	1813	1652	3659
IQCA1	961	1067	1884
ACKR3	4568	3567	6170
COPS8	684	542	887
COL6A3	2556	2703	2176
MLPH	1574	1342	1271
PRLH	3626	1695	3445
RAB17	696	1580	1082
LRRFIP1	2316	2280	1545
RBM44	1572	4826	3639
RAMP1	1207	1618	871
UBE2F	3747	3073	3663
UBE2F-SCLY	2268	1105	1614
SCLY	3035	2164	1168
ESPNL	2038	1438	1464
KLHL30	172	810	192
ERFE	3424	4920	2516
ILKAP	1033	1384	1492
HES6	9657	3695	9829
PER2	346	416	242
TRAF3IP1	2784	1039	3707
ASB1	1586	3441	3488
TWIST2	1763	1722	1724
HDAC4	230	237	307
AC017028.1	6869	6304	8862
NDUFA10	1606	3229	788
OR6B2	5586	2553	3528
PRR21	3931	2386	2437
OR6B3	6999	8015	4577
COPS9	331	196	217
OTOS	1416	1135	478
GPC1	387	484	307
ANKMY1	833	942	336
DUSP28	629	1978	1933
RNPEPL1	881	1221	1390
CAPN10	367	323	163
GPR35	417	157	340
AQP12B	596	745	692
AQP12A	4779	7340	4357
KIF1A	690	145	758
AGXT	1231	1323	258
C2orf54	206	236	323
CROCC2	6004	16472	3490
SNED1	72	310	580
MTERF4	5169	6527	4956
PASK	7306	3224	1939
PPP1R7	516	612	608
ANO7	12998	11710	10315
HDLBP	1171	1058	347
SEPT2	17	48	35
FARP2	362	166	243
STK25	491	1653	506
BOK	1542	1461	2426
THAP4	294	1136	1110
ATG4B	390	1851	912
DTYMK	2023	2256	2968
ING5	1252	898	1374
D2HGDH	2158	1150	1336
GAL3ST2	223	435	292
NEU4	8284	5644	4412
PDCD1	2356	4664	2563
RTP5	1586	1301	1172
AC131097.4	2692	5462	6922
CHL1	1420	1329	3778
CNTN6	8584	7089	4522
CNTN4	2931	2496	1700
IL5RA	1371	2424	1362
TRNT1	793	1451	910
AC024060.1	3544	3398	6367
CRBN	1879	2671	1948
SUMF1	4371	4301	5102
LRRN1	1493	701	1120
SETMAR	1108	791	1212
ITPR1	2306	979	1588
BHLHE40	3555	2508	2663
ARL8B	5970	6077	6250
EDEM1	1	3	4
GRM7	3988	4021	5377
LMCD1	1461	1609	911
SSUH2	3139	2341	1016
CAV3	1369	1695	755
OXTR	662	2791	1310
RAD18	3303	1966	3092
SRGAP3	3047	2749	1502
THUMPD3	626	437	1442
SETD5	1167	1372	3149
LHFPL4	5276	3752	5459
MTMR14	3070	2207	3455
CPNE9	518	380	707
BRPF1	789	2137	795
OGG1	2351	2180	2019
CAMK1	324	783	950
TADA3	4252	6433	5231
ARPC4	960	939	986
ARPC4-TTLL3	1849	1433	2233
TTLL3	6807	5664	8188
RPUSD3	509	418	258
CIDEC	731	1191	1070
JAGN1	4030	2453	4159
IL17RE	482	1226	3466
IL17RC	206	422	619
CRELD1	168	150	227
PRRT3	4160	3314	1656
EMC3	2125	987	2089
FANCD2	3631	4637	4176
FANCD2OS	177	171	128
BRK1	1382	1922	1163
VHL	950	2059	2211
IRAK2	1307	1172	781
TATDN2	3894	2727	5777
RP11-438J1.1	4208	11274	11466
GHRL	4903	3262	3140
SEC13	4979	7144	5735
ATP2B2	1542	2071	1784
SLC6A11	335	302	84
SLC6A1	1204	721	1762
HRH1	3845	3093	3037
ATG7	562	289	823
VGLL4	2051	4927	3309
TAMM41	897	1262	3027
SYN2	4371	4247	5156
TIMP4	5054	7021	3879
PPARG	452	464	580
TSEN2	2281	4552	5883
MKRN2OS	18767	16053	7759
MKRN2	2580	6646	6348
RAF1	531	1465	1065
TMEM40	4037	5452	5658
CAND2	1297	1390	1908
RPL32	1335	2125	999
IQSEC1	8830	5422	5510
NUP210	1789	1931	771
HDAC11	4993	3915	13441
FBLN2	1191	710	1476
WNT7A	2652	5089	3793
CHCHD4	1332	1361	1380
TMEM43	270	191	238
RP11-434D12.1	2131	1077	976
XPC	1256	1698	1427
LSM3	7649	1596	2483
SLC6A6	3218	4090	4488
GRIP2	8707	7836	7379
CCDC174	1370	1083	1566
C3orf20	1085	1645	1819
FGD5	2577	3202	8845
NR2C2	4800	6442	3205
MRPS25	598	1081	1234
RBSN	5138	5790	5968
CAPN7	11088	12009	11406
SH3BP5	1429	3887	5305
METTL6	1340	1584	3632
EAF1	78	106	103
COLQ	691	334	1401
HACL1	726	279	689
BTD	3765	5170	9149
ANKRD28	174	287	256
GALNT15	8286	5277	5955
DPH3	5563	3860	6963
OXNAD1	1008	561	574
RFTN1	11406	8623	3354
DAZL	690	817	879
PLCL2	592	857	1195
TBC1D5	2613	1775	6256
SATB1	1748	1864	1115
KCNH8	1257	1230	1135
EFHB	2420	3006	1193
RAB5A	848	674	1879
PP2D1	1215	805	445
KAT2B	2257	3193	5016
SGO1	404	323	635
ZNF385D	1921	1605	1451
UBE2E2	1131	1944	2271
UBE2E1	6395	6622	5765
NKIRAS1	1713	2357	3277
RPL15	177	671	289
NR1D2	1148	1641	997
THRB	10669	16484	12889
RARB	584	627	846
TOP2B	627	318	779
NGLY1	193	141	213
OXSM	5620	3402	8257
LRRC3B	659	573	611
NEK10	87	325	127
SLC4A7	344	502	395
EOMES	20	45	19
CMC1	5277	3712	4009
AZI2	10015	5948	14962
ZCWPW2	1078	2225	1230
RP11-9J18.1	4003	5499	4282
RBMS3	2726	1960	3771
TGFBR2	4139	2945	1544
GADL1	768	1233	3590
STT3B	1600	741	339
OSBPL10	624	980	559
ZNF860	3506	4929	4645
GPD1L	5424	5558	8103
CMTM8	1851	3848	2134
CMTM7	33	49	8
CMTM6	1975	1553	1581
DYNC1LI1	3198	2700	1688
CNOT10	1019	1269	1033
TRIM71	525	1658	668
CCR4	1522	3200	4024
GLB1	5447	5719	12010
TMPPE	15881	16009	3096
CRTAP	838	1139	1511
SUSD5	59	123	148
FBXL2	4005	5307	4488
UBP1	8671	5629	4646
CLASP2	1885	3534	3446
PDCD6IP	3121	4186	3002
ARPP21	189	298	281
STAC	289	182	454
DCLK3	3579	3680	3023
TRANK1	1508	4001	3841
EPM2AIP1	235	409	320
MLH1	2742	3065	3696
LRRFIP2	224	166	548
GOLGA4	3279	3727	2066
ITGA9	387	463	356
CTDSPL	4656	5369	7754
VILL	2900	1816	2890
PLCD1	4788	4486	3206
DLEC1	605	963	754
ACAA1	783	1423	1006
MYD88	3338	7577	5239
OXSR1	163	121	397
SLC22A13	1709	1198	3868
SLC22A14	288	241	323
XYLB	13	17	17
ACVR2B	1543	1083	1884
EXOG	720	494	538
SCN5A	1995	2896	5058
SCN10A	53	50	37
SCN11A	1777	4651	1288
WDR48	5745	3427	4451
GORASP1	2769	3914	2651
TTC21A	213	398	809
CSRNP1	1312	1654	1071
XIRP1	9490	5260	9323
CX3CR1	4783	6338	8584
CCR8	3992	5524	6422
SLC25A38	430	729	941
RPSA	1593	950	1033
MOBP	573	735	627
MYRIP	338	374	139
EIF1B	948	1033	851
ENTPD3	769	1660	1292
RPL14	516	228	360
ZNF619	2366	2134	2595
ZNF620	651	636	1107
ZNF621	2275	1708	5568
CTNNB1	3	2	0
ULK4	1176	1643	1778
TRAK1	236	151	201
CCK	2037	1929	2650
LYZL4	610	552	637
VIPR1	6289	2122	5284
SEC22C	353	578	319
SS18L2	4993	2334	3295
NKTR	1450	2008	1014
ZBTB47	1340	1164	784
KLHL40	1180	1422	772
CCDC13	1850	1381	1742
HHATL	5435	10014	6640
RP4-613B23.5	2378	5124	2262
HIGD1A	12386	4350	7010
ACKR2	2783	7525	4929
RP11-136C24.3	6055	1163	5656
KRBOX1	2006	3794	1238
CYP8B1	329	381	201
ZNF662	2981	1265	2919
FAM198A	1994	843	3184
POMGNT2	798	1923	699
SNRK	3196	2613	2243
ANO10	1397	1668	3226
ABHD5	501	938	785
TOPAZ1	1268	784	1006
TCAIM	1648	1110	2311
LINC00694	6477	4860	1470
ZNF445	2241	494	1321
ZNF852	4802	3995	4523
ZKSCAN7	355	1103	778
ZNF660	1113	1242	814
ZNF197	920	932	1487
ZNF35	1160	1681	1020
ZNF502	360	292	184
ZNF501	2049	3426	8843
KIAA1143	2780	8531	7858
KIF15	406	236	384
TMEM42	629	325	415
TGM4	1987	546	963
ZDHHC3	2687	999	4812
EXOSC7	1156	1336	979
CLEC3B	4634	2850	2373
CDCP1	2343	7175	5132
TMEM158	1973	1168	1547
LARS2	1582	1639	2033
LIMD1	1079	883	1349
SACM1L	745	353	540
SLC6A20	3958	6897	3354
LZTFL1	4559	2119	3011
CCR9	224	342	706
FYCO1	9549	11544	17203
CXCR6	2048	2450	1768
XCR1	6008	6626	10202
CCR3	1586	1855	2495
CCR1	484	227	448
CCR2	2660	965	781
CCR5	1114	1471	456
CCRL2	169	133	252
LTF	1566	905	912
RTP3	954	2196	1540
LRRC2	1284	2694	2018
TDGF1	644	415	673
AC104304.4	3809	5446	4102
ALS2CL	289	452	464
TMIE	1865	2776	1174
PRSS50	5726	3419	4491
PRSS46	257	243	260
PRSS45	4299	3434	4375
PRSS42	3136	5352	3972
MYL3	193	375	388
PTH1R	872	1271	872
CCDC12	222	101	75
NBEAL2	3139	7160	3472
SETD2	7386	15763	12332
KIF9	2833	877	1425
KLHL18	5416	3328	3184
PTPN23	2295	2541	5433
SCAP	2248	4161	4972
ELP6	919	607	376
CSPG5	14062	8909	6782
SMARCC1	2345	1655	2167
DHX30	34	30	25
MAP4	484	416	369
CDC25A	2743	1987	3088
CAMP	10664	10614	13215
ZNF589	2158	519	1684
NME6	8129	10686	12931
SPINK8	151	171	55
FBXW12	3451	4000	3883
PLXNB1	60	170	233
CCDC51	2422	3774	3004
TMA7	3431	3175	5497
ATRIP	68	53	99
TREX1	4084	3815	4271
SHISA5	1727	6262	3688
PFKFB4	635	706	510
UCN2	1196	921	1036
COL7A1	1289	962	797
UQCRC1	812	1261	1859
TMEM89	35	31	21
SLC26A6	2098	1674	1161
CELSR3	1016	643	698
NCKIPSD	865	593	338
IP6K2	1819	2629	1703
PRKAR2A	2552	2530	4262
SLC25A20	1706	2385	1097
ARIH2OS	1774	2338	1527
ARIH2	1809	1025	1122
P4HTM	3155	2645	2815
WDR6	1172	1171	1271
DALRD3	2134	1567	2903
NDUFAF3	3768	3866	7667
IMPDH2	1616	977	803
QRICH1	321	439	339
QARS	519	724	757
USP19	1620	1155	1419
LAMB2	506	420	433
CCDC71	2430	1407	3115
KLHDC8B	9042	8371	7546
C3orf84	1821	1249	1490
CCDC36	151	132	190
C3orf62	2262	5472	2321
USP4	505	1279	685
GPX1	4688	1667	3197
RHOA	817	1158	718
TCTA	957	941	514
AMT	1082	1183	710
RP11-949J7.8	658	731	1306
NICN1	1079	1400	887
DAG1	1937	1754	1462
BSN	1367	1508	1390
APEH	840	1522	531
MST1	1399	992	1002
RNF123	8945	10317	7211
AMIGO3	446	248	701
GMPPB	1534	1493	2747
IP6K1	685	491	477
CDHR4	619	748	340
FAM212A	951	1938	1628
UBA7	1535	1318	1264
TRAIP	3589	2420	1525
CAMKV	56	29	26
MST1R	2535	1863	2882
MON1A	865	2605	1654
RBM6	1655	1545	3162
RBM5	920	910	1077
SEMA3F	650	425	752
GNAT1	1349	1091	690
SLC38A3	1055	2117	1440
GNAI2	5098	4182	6958
SEMA3B	796	808	733
LSMEM2	1134	2815	3879
IFRD2	3123	2087	3506
HYAL3	1106	1604	1249
NAT6	545	866	923
HYAL1	4456	8283	5651
HYAL2	1631	2069	984
TUSC2	112	168	57
RASSF1	822	714	1258
ZMYND10	232	472	239
NPRL2	578	1616	689
CYB561D2	1358	2040	2117
XXcos-LUCA11.5	3838	6170	13090
TMEM115	5025	1907	2467
CACNA2D2	1660	610	877
C3orf18	4001	3457	3246
HEMK1	1258	1308	1026
CISH	281	530	401
MAPKAPK3	1302	1035	667
DOCK3	527	962	905
MANF	2891	2467	4865
RBM15B	4587	1672	1925
DCAF1	67	33	20
RAD54L2	363	1313	2121
TEX264	131	100	291
GRM2	360	473	176
IQCF6	1029	1574	686
IQCF3	1915	2011	1534
IQCF2	14581	8154	10261
IQCF5	4457	2550	8083
IQCF1	1290	1093	1151
RRP9	1801	3028	2850
PARP3	1563	2886	1105
GPR62	3823	2953	2855
PCBP4	746	1851	2491
ABHD14B	932	2600	794
ABHD14A	482	894	916
ABHD14A-ACY1	3068	4948	4248
ACY1	6195	5654	8491
RPL29	977	363	472
DUSP7	3471	8144	2869
POC1A	2009	2047	1826
ALAS1	1183	1166	1674
TLR9	3137	3230	5424
RP11-330H6.5	2720	1205	3236
TWF2	907	2276	805
PPM1M	334	277	87
WDR82	2847	3071	4981
GLYCTK	3167	3518	5819
DNAH1	836	764	761
BAP1	1777	1912	2920
PHF7	2399	1978	2073
SEMA3G	3051	1288	1448
TNNC1	4	9	18
NISCH	305	636	445
STAB1	2900	1687	1862
